id;territory_type;r;g;b;name;owner
3000;land;197;111;66;NONE;ENG
3001;land;84;234;99;NONE;NONE
3002;land;117;37;15;NONE;MNG
3003;land;243;15;21;NONE;TUR
3004;land;83;217;74;NONE;NONE
3005;land;147;24;229;NONE;LIT
3006;land;38;8;50;NONE;KHA
3007;land;245;114;39;NONE;NONE
3008;land;202;213;9;NONE;NONE
3009;land;67;212;138;NONE;JAP
3010;land;253;30;141;NONE;BYZ
3011;land;236;216;196;NONE;NONE
3012;land;156;47;3;NONE;NOR
3013;land;219;17;170;NONE;INC
3014;land;72;152;103;NONE;NONE
3015;land;134;18;111;NONE;INC
3016;land;178;203;215;NONE;CAS
3017;land;59;87;132;NONE;NONE
3018;land;145;117;68;NONE;NONE
3019;land;221;115;162;NONE;NONE
3020;land;158;180;234;NONE;POL
3021;land;145;54;206;NONE;NONE
3022;land;225;87;194;NONE;CRI
3023;land;89;8;126;NONE;ETH
3024;land;32;112;249;NONE;PRO
3025;land;233;206;152;NONE;POR
3026;land;53;184;30;NONE;KHA
3027;land;93;41;253;NONE;BOH
3028;land;43;58;212;NONE;TUR
3029;land;94;170;47;NONE;NONE
3030;land;143;127;239;NONE;NONE
3031;land;101;40;116;NONE;NONE
3032;land;149;152;134;NONE;MOR
3033;land;81;139;152;NONE;NONE
3034;land;58;57;148;NONE;NONE
3035;land;48;59;101;NONE;SWE
3036;land;220;119;126;NONE;NONE
3037;land;221;110;249;NONE;NONE
3038;land;63;229;251;NONE;NOV
3039;land;134;80;196;NONE;NONE
3040;land;144;84;126;NONE;INC
3041;land;235;64;182;NONE;NONE
3042;land;209;2;212;NONE;NONE
3043;land;214;109;47;NONE;NOV
3044;land;0;215;183;NONE;EGY
3045;land;102;238;227;NONE;AZT
3046;land;87;227;94;NONE;POL
3047;land;43;98;197;NONE;NONE
3048;land;239;37;167;NONE;UTR
3049;land;252;254;106;NONE;NONE
3050;land;121;144;37;NONE;NONE
3051;land;165;8;142;NONE;NONE
3052;land;177;115;242;NONE;GOL
3053;land;142;163;185;NONE;MKL
3054;land;97;39;176;NONE;NONE
3055;land;102;113;162;NONE;TUR
3056;land;84;41;47;NONE;MAL
3057;land;50;246;38;NONE;NONE
3058;land;90;29;183;NONE;NONE
3059;land;130;133;239;NONE;NONE
3060;land;46;239;203;NONE;NONE
3061;land;113;1;215;NONE;EGY
3062;land;85;196;1;NONE;DLI
3063;land;181;138;63;NONE;LIT
3064;land;35;151;237;NONE;NONE
3065;land;112;25;167;NONE;NONE
3066;land;234;22;2;NONE;TUR
3067;land;69;195;92;NONE;BOH
3068;land;238;21;229;NONE;NONE
3069;land;181;197;29;NONE;NONE
3070;land;70;75;232;NONE;EGY
3071;land;29;136;101;NONE;KHA
3072;land;185;90;16;NONE;KOR
3073;land;186;163;46;NONE;TFL
3074;land;88;174;153;NONE;STE
3075;land;190;116;106;NONE;DLI
3076;land;46;189;70;NONE;NONE
3077;land;129;55;57;NONE;LIT
3078;land;222;137;228;NONE;NONE
3079;land;74;172;180;NONE;NONE
3080;land;241;168;70;NONE;EGY
3081;land;221;181;49;NONE;LIT
3082;land;185;229;154;NONE;MNG
3083;land;41;29;177;NONE;MOR
3084;land;146;200;184;NONE;ETH
3085;land;189;69;189;NONE;NONE
3086;land;167;254;182;NONE;NONE
3087;land;237;175;123;NONE;TEU
3088;land;177;232;172;NONE;NONE
3089;land;35;190;104;NONE;NONE
3090;land;62;42;78;NONE;NOR
3091;land;37;231;250;NONE;NONE
3092;land;214;134;156;NONE;NAP
3093;land;97;243;150;NONE;NONE
3094;land;159;98;228;NONE;EGY
3095;land;45;99;149;NONE;GOL
3096;land;223;167;253;NONE;NONE
3097;land;149;242;8;NONE;PRO
3098;land;63;109;72;NONE;NONE
3099;land;100;177;3;NONE;NONE
3100;land;173;222;122;NONE;NONE
3101;land;86;164;187;NONE;HUN
3102;land;231;210;108;NONE;KHA
3103;land;133;63;239;NONE;AZT
3104;land;115;121;97;NONE;NONE
3105;land;101;130;70;NONE;NONE
3106;land;233;72;66;NONE;NONE
3107;land;196;108;7;NONE;KOR
3108;land;79;172;131;NONE;NONE
3109;land;119;155;231;NONE;NONE
3110;land;27;246;138;NONE;QAR
3111;land;178;191;199;NONE;NONE
3112;land;44;98;173;NONE;DLI
3113;land;40;17;105;NONE;NONE
3114;land;209;22;96;NONE;TUN
3115;land;82;91;123;NONE;NONE
3116;land;29;41;139;NONE;GOL
3117;land;141;27;88;NONE;NONE
3118;land;73;74;105;NONE;MNG
3119;land;238;55;97;NONE;TEU
3120;land;249;237;66;NONE;PRO
3121;land;162;111;211;NONE;CAS
3122;land;152;22;171;NONE;LIV
3123;land;1;170;36;NONE;ORD
3124;land;123;180;242;NONE;NONE
3125;land;41;39;69;NONE;NONE
3126;land;166;189;36;NONE;NONE
3127;land;83;198;125;NONE;NONE
3128;land;213;187;131;NONE;NONE
3129;land;18;143;231;NONE;NONE
3130;land;95;223;235;NONE;NONE
3131;land;211;149;229;NONE;NONE
3132;land;70;104;34;NONE;SWE
3133;land;215;8;94;NONE;EGY
3134;land;214;162;94;NONE;NONE
3135;land;187;164;122;NONE;NONE
3136;land;209;217;37;NONE;NONE
3137;mountain;117;98;72;NONE;NONE
3138;land;63;92;123;NONE;EGY
3139;land;214;191;208;NONE;NONE
3140;land;67;224;117;NONE;NONE
3141;land;160;1;191;NONE;CAS
3142;land;28;108;254;NONE;BOH
3143;land;82;1;180;NONE;NONE
3144;land;191;36;183;NONE;SWE
3145;land;196;93;250;NONE;NONE
3146;land;211;184;177;NONE;NONE
3147;land;173;15;252;NONE;GOL
3148;land;40;105;192;NONE;AZT
3149;land;129;165;182;NONE;SWE
3150;land;18;88;8;NONE;NONE
3151;land;118;136;17;NONE;SIL
3152;land;164;59;99;NONE;FLA
3153;land;244;56;208;NONE;NONE
3154;land;136;71;87;NONE;NOG
3155;land;25;190;77;NONE;NONE
3156;land;157;145;119;NONE;NONE
3157;land;99;215;5;NONE;NONE
3158;land;148;177;136;NONE;NONE
3159;land;147;116;233;NONE;NONE
3160;land;3;228;87;NONE;LIT
3161;land;195;22;76;BERLIN;BRA
3162;land;3;59;19;NONE;INC
3163;land;52;26;202;NONE;CAS
3164;land;9;128;110;NONE;SWE
3165;land;138;208;134;NONE;DLI
3166;land;126;37;88;NONE;NONE
3167;land;133;173;75;NONE;NONE
3168;land;48;213;63;NONE;NONE
3169;land;110;128;228;NONE;NONE
3170;land;44;83;183;NONE;QAR
3171;land;216;220;232;NONE;NONE
3172;land;41;91;14;NONE;BRI
3173;land;62;55;228;NONE;NONE
3174;land;49;251;187;NONE;MNG
3175;land;10;138;148;NONE;NOR
3176;land;63;71;49;NONE;BRA
3177;land;222;143;99;NONE;TUR
3178;land;15;89;125;NONE;NONE
3179;land;183;57;230;NONE;NONE
3180;land;181;227;150;NONE;ENG
3181;land;184;201;88;NONE;GOL
3182;land;98;8;128;NONE;MNG
3183;land;223;112;103;NONE;MOR
3184;land;254;220;155;NONE;NOV
3185;land;60;172;98;NONE;NONE
3186;land;194;138;1;NONE;DLI
3187;land;210;161;215;NONE;NONE
3188;land;201;223;222;NONE;NONE
3189;land;157;225;97;NONE;NONE
3190;land;125;144;52;NONE;NONE
3191;land;227;51;72;NONE;NONE
3192;land;43;47;153;NONE;NONE
3193;land;28;34;53;NONE;VEN
3194;land;246;139;82;NONE;GOL
3195;land;9;70;241;NONE;NONE
3196;land;99;47;189;NONE;AUG
3197;land;148;140;133;NONE;NONE
3198;land;99;72;124;NONE;NONE
3199;land;152;220;179;NONE;NONE
3200;land;177;205;8;NONE;SWE
3201;land;248;9;248;NONE;NONE
3202;land;220;65;98;NONE;NONE
3203;land;222;160;142;NONE;NOV
3204;land;127;58;33;NONE;NONE
3205;land;111;121;157;NONE;NONE
3206;land;186;27;63;NONE;BRU
3207;mountain;94;23;70;NONE;NONE
3208;land;93;139;149;NONE;NONE
3209;land;142;107;241;NONE;CRI
3210;land;26;179;9;NONE;INC
3211;land;85;172;221;NONE;NONE
3212;land;200;204;181;NONE;SIL
3213;land;250;171;144;NONE;MNG
3214;land;34;147;167;NONE;NONE
3215;land;169;120;132;NONE;NONE
3216;land;105;54;55;NONE;JAP
3217;land;11;73;144;NONE;NONE
3218;land;70;155;136;NONE;NONE
3219;land;55;201;33;NONE;NONE
3220;land;212;54;161;NONE;NONE
3221;land;185;110;212;NONE;MNG
3222;land;228;198;147;NONE;MNG
3223;land;124;210;9;NONE;MNG
3224;land;122;34;36;NONE;NONE
3225;land;130;231;26;NONE;SAX
3226;land;136;81;127;NONE;ARA
3227;land;109;77;171;NONE;DLI
3228;land;102;65;35;NONE;MLO
3229;land;192;161;129;NONE;MNG
3230;land;91;104;43;NONE;NONE
3231;land;127;37;160;NONE;MNG
3232;land;126;55;222;NONE;NONE
3233;land;200;79;9;NONE;NONE
3234;land;69;176;167;NONE;SWE
3235;land;178;66;155;NONE;KOR
3236;land;227;52;219;NONE;LUN
3237;land;151;133;93;NONE;LIT
3238;land;118;22;51;NONE;NONE
3239;land;134;208;69;NONE;AZT
3240;land;230;47;246;NONE;DLI
3241;land;117;124;151;NONE;LUN
3242;land;254;148;38;NONE;NONE
3243;land;244;59;117;NONE;NONE
3244;land;39;184;63;NONE;NONE
3245;land;53;158;39;NONE;TUR
3246;land;151;202;184;NONE;DAN
3247;land;93;180;60;NONE;GOL
3248;land;11;65;44;NONE;LIT
3249;land;97;137;87;NONE;NONE
3250;land;189;130;188;NONE;CAS
3251;land;238;186;146;NONE;NONE
3252;land;194;48;12;NONE;LBV
3253;land;145;80;77;NONE;NONE
3254;land;240;39;118;NONE;LUB
3255;land;11;109;108;NONE;NONE
3256;land;255;13;194;NONE;DLI
3257;land;158;63;61;NONE;HUN
3258;land;114;79;39;NONE;GOL
3259;land;192;83;74;NONE;LIT
3260;land;207;71;2;NONE;AZT
3261;land;233;24;137;NONE;NOV
3262;land;89;178;69;NONE;CAS
3263;land;163;25;124;NONE;LIT
3264;land;228;227;229;NONE;NONE
3265;land;254;212;30;NONE;GOL
3266;land;54;125;215;NONE;DLI
3267;land;253;168;193;NONE;SWE
3268;land;233;183;26;NONE;NONE
3269;land;43;251;215;NONE;SER
3270;land;178;37;170;NONE;EGY
3271;land;211;91;133;NONE;TUR
3272;land;89;170;127;NONE;NONE
3273;land;156;155;53;NONE;WAL
3274;land;243;217;141;NONE;NONE
3275;land;59;23;65;NONE;NONE
3276;land;187;242;19;NONE;SWE
3277;land;22;125;234;NONE;NONE
3278;land;111;143;80;NONE;NONE
3279;land;56;252;100;NONE;SER
3280;land;218;61;55;NONE;NONE
3281;land;127;4;182;NONE;TIM
3282;land;23;127;154;NONE;NONE
3283;land;225;4;35;NONE;LIT
3284;land;87;231;43;NONE;NONE
3285;land;12;153;108;NONE;KHA
3286;land;67;175;176;NONE;TUR
3287;land;165;150;24;NONE;INC
3288;land;101;34;25;NONE;NONE
3289;land;249;202;208;NONE;NONE
3290;land;218;164;153;NONE;INC
3291;land;107;75;117;NONE;NONE
3292;land;125;216;254;NONE;MNG
3293;land;230;26;61;NONE;TIB
3294;land;190;37;38;NONE;TUN
3295;land;134;103;181;NONE;JAP
3296;land;152;146;247;NONE;NONE
3297;land;146;133;152;NONE;CAS
3298;land;118;169;134;NONE;NONE
3299;land;56;168;10;NONE;KOR
3300;land;108;196;23;NONE;NONE
3301;land;43;117;23;NONE;NONE
3302;land;115;73;230;NONE;JAP
3303;land;130;188;79;NONE;NONE
3304;land;169;218;80;NONE;POM
3305;land;75;187;208;NONE;NONE
3306;land;110;9;101;NONE;HUN
3307;land;239;122;32;NONE;QAR
3308;land;21;58;211;NONE;MAL
3309;land;145;198;199;NONE;NONE
3310;land;21;241;204;NONE;SWE
3311;land;166;111;189;NONE;TIM
3312;land;150;12;101;NONE;MNG
3313;land;89;205;180;NONE;NOG
3314;land;88;230;213;NONE;BUR
3315;land;168;160;182;NONE;NONE
3316;land;210;218;253;NONE;DLI
3317;land;166;210;39;NONE;HUN
3318;land;150;100;223;NONE;NONE
3319;land;187;188;185;NONE;NONE
3320;land;134;56;20;NONE;NONE
3321;land;122;196;87;NONE;NONE
3322;land;235;115;239;NONE;MNG
3323;land;124;121;23;NONE;NONE
3324;land;163;12;2;NONE;NONE
3325;land;140;127;197;NONE;NONE
3326;land;162;98;27;NONE;NONE
3327;land;213;190;226;NONE;ARA
3328;land;246;136;212;NONE;KHA
3329;land;204;53;224;NONE;GOL
3330;land;236;198;219;NONE;NONE
3331;land;140;89;169;NONE;BRA
3332;land;65;44;238;NONE;NONE
3333;land;93;114;73;NONE;NONE
3334;land;63;171;109;NONE;NONE
3335;land;202;170;119;NONE;POL
3336;land;43;24;254;NONE;BOH
3337;land;16;84;71;NONE;NONE
3338;land;145;51;248;NONE;NONE
3339;land;144;249;115;NONE;NONE
3340;land;232;76;229;NONE;NONE
3341;land;64;23;36;NONE;SAV
3342;land;200;106;74;NONE;NONE
3343;land;237;84;177;NONE;KHA
3344;land;81;94;166;NONE;INC
3345;land;77;111;207;NONE;MNG
3346;land;115;250;44;NONE;TIB
3347;land;79;45;41;NONE;NONE
3348;land;249;111;172;NONE;NONE
3349;land;79;144;183;NONE;NONE
3350;land;43;140;192;NONE;CAS
3351;land;190;25;54;NONE;POL
3352;land;186;242;181;NONE;NONE
3353;land;103;151;205;NONE;NONE
3354;land;180;164;155;NONE;CAS
3355;land;238;116;189;NONE;NONE
3356;land;215;84;72;NONE;LIT
3357;land;124;42;247;NONE;FRA
3358;land;10;166;202;NONE;WES
3359;land;105;56;249;NONE;NONE
3360;land;12;162;37;NONE;NONE
3361;land;118;172;13;NONE;NONE
3362;land;249;162;183;NONE;NONE
3363;land;158;51;52;NONE;MOS
3364;land;105;223;219;NONE;NONE
3365;land;177;219;58;NONE;TIM
3366;land;164;16;63;NONE;NONE
3367;land;208;16;238;NONE;POR
3368;land;189;183;150;NONE;TUR
3369;land;87;74;197;NONE;EGY
3370;land;97;113;134;NONE;NONE
3371;land;214;185;132;NONE;NONE
3372;land;143;7;24;NONE;NONE
3373;land;189;74;169;NONE;NONE
3374;land;79;128;53;NONE;NONE
3375;land;138;212;225;NONE;DLI
3376;land;143;190;146;NONE;NONE
3377;land;6;1;81;NONE;NONE
3378;land;206;200;33;NONE;FRA
3379;land;241;103;89;NONE;NONE
3380;land;45;55;188;NONE;NONE
3381;land;163;185;29;NONE;NONE
3382;land;109;253;214;NONE;MNG
3383;land;223;151;53;NONE;NONE
3384;land;176;129;183;NONE;MOS
3385;land;241;157;21;NONE;MAL
3386;land;18;48;43;NONE;NONE
3387;land;57;75;169;NONE;NONE
3388;land;140;22;23;NONE;MNG
3389;land;48;56;63;NONE;SCO
3390;land;123;247;169;NONE;KHA
3391;land;60;123;63;NONE;NONE
3392;land;10;182;13;NONE;CRI
3393;land;60;237;218;NONE;TUR
3394;land;142;34;151;NONE;LIT
3395;land;251;57;41;NONE;KOR
3396;land;241;28;243;NONE;GOL
3397;land;147;170;248;NONE;NONE
3398;land;106;251;43;NONE;BRI
3399;land;173;100;120;NONE;EGY
3400;land;250;152;142;NONE;MNG
3401;land;250;249;249;NONE;DLI
3402;land;46;231;131;NONE;NONE
3403;land;142;205;55;NONE;TUN
3404;land;38;60;13;NONE;NONE
3405;land;72;137;7;NONE;TIB
3406;land;229;26;123;NONE;NONE
3407;land;149;31;209;NONE;GEO
3408;land;94;222;140;NONE;NONE
3409;land;147;230;85;NONE;MOS
3410;land;104;160;155;NONE;KHA
3411;land;139;87;72;NONE;NONE
3412;land;144;104;34;NONE;MNG
3413;land;28;57;194;NONE;NONE
3414;land;163;11;42;NONE;NONE
3415;land;1;165;171;NONE;NONE
3416;land;234;131;246;NONE;GOL
3417;land;39;230;225;NONE;NONE
3418;land;42;127;167;NONE;DLI
3419;land;189;55;178;NONE;QAR
3420;land;77;52;161;NONE;NONE
3421;land;164;78;183;NONE;NONE
3422;land;127;113;227;NONE;JAP
3423;mountain;111;32;4;NONE;NONE
3424;land;50;246;78;NONE;NONE
3425;land;226;175;23;NONE;TIB
3426;land;113;237;206;NONE;DLI
3427;land;230;51;25;NONE;NONE
3428;land;193;137;150;NONE;NONE
3429;land;132;169;40;NONE;KHA
3430;land;9;237;139;NONE;CRI
3431;land;168;98;202;NONE;NONE
3432;land;137;174;190;NONE;MOS
3433;land;98;191;69;NONE;NONE
3434;land;20;53;44;NONE;AZT
3435;land;73;24;53;NONE;NONE
3436;land;231;74;105;NONE;BOH
3437;land;119;46;10;NONE;TIM
3438;land;176;8;189;NONE;NONE
3439;land;236;23;247;NONE;NONE
3440;land;149;117;5;NONE;KOR
3441;land;73;238;254;NONE;SWE
3442;land;225;234;104;NONE;EGY
3443;land;134;3;211;NONE;NONE
3444;land;28;137;59;NONE;MOS
3445;land;13;221;48;NONE;NONE
3446;land;229;139;145;NONE;DLI
3447;land;248;145;92;NONE;NONE
3448;land;214;236;172;NONE;ETH
3449;land;130;211;218;NONE;AZT
3450;land;181;180;3;NONE;TIM
3451;land;158;74;149;NONE;NONE
3452;land;171;164;224;NONE;NONE
3453;land;102;13;98;NONE;NONE
3454;land;205;249;160;NONE;NONE
3455;land;214;242;7;NONE;TIM
3456;land;227;118;116;NONE;NONE
3457;land;154;150;173;NONE;NONE
3458;land;101;180;96;NONE;TIM
3459;land;197;117;94;NONE;NONE
3460;land;67;15;194;NONE;AZT
3461;land;232;253;244;NONE;NONE
3462;land;7;200;132;NONE;BUR
3463;land;250;63;2;NONE;NONE
3464;land;227;69;67;NONE;NONE
3465;land;15;194;201;NONE;SWE
3466;land;211;158;229;NONE;NONE
3467;land;100;248;40;NONE;INC
3468;land;179;248;183;NONE;NONE
3469;land;81;46;127;NONE;DLI
3470;land;229;45;237;NONE;TIM
3471;land;108;126;140;NONE;JAP
3472;land;116;16;24;NONE;NONE
3473;land;25;84;181;NONE;NONE
3474;land;95;27;245;NONE;WAL
3475;land;138;30;192;NONE;NONE
3476;land;58;32;196;NONE;NONE
3477;land;192;97;190;NONE;MOL
3478;land;110;103;245;NONE;WES
3479;land;113;193;223;NONE;NONE
3480;land;105;1;148;NONE;NONE
3481;land;15;155;5;NONE;NONE
3482;land;78;109;128;NONE;NONE
3483;land;40;208;169;NONE;NONE
3484;land;155;30;118;NONE;ENG
3485;land;95;9;107;NONE;EGY
3486;land;162;137;88;NONE;JAP
3487;land;195;32;54;NONE;EGY
3488;land;196;99;131;NONE;NONE
3489;land;235;15;56;NONE;LAN
3490;land;203;46;155;NONE;TIM
3491;land;5;229;60;NONE;NONE
3492;land;190;13;110;NONE;NONE
3493;land;181;104;10;NONE;NONE
3494;land;59;170;230;NONE;BRA
3495;land;228;63;110;NONE;NONE
3496;land;18;37;251;NONE;NONE
3497;land;71;88;200;NONE;INC
3498;land;207;198;225;NONE;NONE
3499;land;8;96;170;NONE;NONE
3500;land;80;64;250;NONE;NONE
3501;land;187;101;223;NONE;MNG
3502;land;77;11;214;NONE;POR
3503;land;99;22;179;NONE;NONE
3504;land;241;172;202;NONE;MOS
3505;land;158;29;241;NONE;TIR
3506;land;143;86;142;Cadiz;CAS
3507;land;157;174;17;NONE;NONE
3508;land;129;77;23;NONE;NONE
3509;land;255;38;20;NONE;DLI
3510;land;174;254;24;NONE;NONE
3511;land;59;129;155;NONE;NONE
3512;land;190;249;105;NONE;NONE
3513;land;149;98;217;NONE;NONE
3514;land;114;188;66;NONE;NONE
3515;ocean;57;26;115;NONE;NONE
3516;ocean;57;59;179;NONE;NONE
3517;ocean;26;48;156;NONE;NONE
3518;ocean;54;76;138;NONE;NONE
3519;ocean;30;44;138;NONE;NONE
3520;ocean;45;25;168;NONE;NONE
3521;ocean;18;38;100;NONE;NONE
3522;ocean;29;50;152;NONE;NONE
3523;ocean;45;73;153;NONE;NONE
3524;ocean;42;42;175;NONE;NONE
3525;ocean;0;19;141;NONE;NONE
3526;ocean;32;18;122;NONE;NONE
3527;ocean;47;37;118;NONE;NONE
3528;ocean;52;72;153;NONE;NONE
3529;ocean;6;41;165;NONE;NONE
3530;ocean;43;54;134;NONE;NONE
3531;ocean;30;0;175;NONE;NONE
3532;ocean;41;40;171;NONE;NONE
3533;ocean;11;76;111;NONE;NONE
3534;ocean;12;37;119;NONE;NONE
3535;ocean;2;70;151;NONE;NONE
3536;ocean;13;46;163;NONE;NONE
3537;ocean;59;20;159;NONE;NONE
3538;ocean;21;13;142;NONE;NONE
3539;ocean;58;29;104;NONE;NONE
3540;ocean;7;76;149;NONE;NONE
3541;ocean;29;16;156;NONE;NONE
3542;ocean;54;31;154;NONE;NONE
3543;ocean;26;10;143;NONE;NONE
3544;ocean;5;36;152;NONE;NONE
3545;ocean;8;68;150;NONE;NONE
3546;ocean;33;2;171;NONE;NONE
3547;ocean;34;20;158;NONE;NONE
3548;ocean;28;35;164;NONE;NONE
3549;ocean;54;72;117;NONE;NONE
3550;ocean;38;65;110;NONE;NONE
3551;ocean;20;73;172;NONE;NONE
3552;ocean;22;3;111;NONE;NONE
3553;ocean;33;75;107;NONE;NONE
3554;ocean;15;12;153;NONE;NONE
3555;ocean;43;36;166;NONE;NONE
3556;ocean;23;61;136;NONE;NONE
3557;ocean;29;29;168;NONE;NONE
3558;ocean;24;7;167;NONE;NONE
3559;ocean;21;36;101;NONE;NONE
3560;ocean;47;47;170;NONE;NONE
3561;ocean;32;53;141;NONE;NONE
3562;ocean;22;73;119;NONE;NONE
3563;ocean;38;32;123;NONE;NONE
3564;ocean;13;40;105;NONE;NONE
3565;ocean;15;6;155;NONE;NONE
3566;ocean;28;73;138;NONE;NONE
3567;ocean;57;47;137;NONE;NONE
3568;ocean;18;61;133;NONE;NONE
3569;ocean;28;6;128;NONE;NONE
3570;ocean;20;18;127;NONE;NONE
3571;ocean;2;75;173;NONE;NONE
3572;ocean;42;71;144;NONE;NONE
3573;ocean;26;5;134;NONE;NONE
3574;ocean;59;41;100;NONE;NONE
3575;ocean;50;69;159;NONE;NONE
3576;ocean;41;29;128;NONE;NONE
3577;ocean;9;7;145;NONE;NONE
3578;ocean;36;28;111;NONE;NONE
3579;ocean;44;39;170;NONE;NONE
3580;ocean;3;26;103;NONE;NONE
3581;ocean;17;13;148;NONE;NONE
3582;ocean;11;72;172;NONE;NONE
3583;ocean;41;23;147;NONE;NONE
3584;ocean;0;28;152;NONE;NONE
3585;ocean;52;11;103;NONE;NONE
3586;ocean;54;15;166;NONE;NONE
3587;ocean;45;68;104;NONE;NONE
3588;ocean;7;34;117;NONE;NONE
3589;ocean;7;11;174;NONE;NONE
3590;ocean;28;72;169;NONE;NONE
3591;ocean;18;13;176;NONE;NONE
3592;ocean;11;53;107;NONE;NONE
3593;ocean;51;59;132;NONE;NONE
3594;ocean;3;15;102;NONE;NONE
3595;ocean;45;28;105;NONE;NONE
3596;ocean;31;3;174;NONE;NONE
3597;ocean;6;63;107;NONE;NONE
3598;ocean;0;56;103;NONE;NONE
3599;ocean;13;71;146;NONE;NONE
3600;ocean;49;16;156;NONE;NONE
3601;ocean;21;75;153;NONE;NONE
3602;ocean;45;54;109;NONE;NONE
3603;ocean;18;47;136;NONE;NONE
3604;ocean;57;51;163;NONE;NONE
3605;ocean;43;61;147;NONE;NONE
3606;ocean;56;11;114;NONE;NONE
3607;ocean;25;76;171;NONE;NONE
3608;ocean;3;55;156;NONE;NONE
3609;ocean;9;57;162;NONE;NONE
3610;ocean;21;68;166;NONE;NONE
3611;ocean;4;68;120;NONE;NONE
3612;ocean;11;73;126;NONE;NONE
3613;ocean;45;41;123;NONE;NONE
3614;ocean;50;39;128;NONE;NONE
3615;ocean;55;19;153;NONE;NONE
3616;ocean;5;12;115;NONE;NONE
3617;ocean;4;47;149;NONE;NONE
3618;ocean;49;51;145;NONE;NONE
3619;ocean;13;28;110;NONE;NONE
3620;ocean;52;32;163;NONE;NONE
3621;ocean;47;48;136;NONE;NONE
3622;ocean;48;29;142;NONE;NONE
3623;ocean;46;2;149;NONE;NONE
3624;ocean;53;71;108;NONE;NONE
3625;ocean;27;47;115;NONE;NONE
3626;ocean;20;13;111;NONE;NONE
3627;ocean;34;47;160;NONE;NONE
3628;ocean;52;1;126;NONE;NONE
3629;ocean;32;48;115;NONE;NONE
3630;ocean;49;41;120;NONE;NONE
3631;ocean;35;27;157;NONE;NONE
3632;ocean;29;49;100;NONE;NONE
3633;ocean;14;34;144;NONE;NONE
3634;ocean;26;55;179;NONE;NONE
3635;ocean;38;25;132;NONE;NONE
3636;ocean;19;19;102;NONE;NONE
3637;ocean;2;30;113;NONE;NONE
3638;ocean;54;32;179;NONE;NONE
3639;ocean;2;12;122;NONE;NONE
3640;ocean;8;62;176;NONE;NONE
3641;ocean;43;70;136;NONE;NONE
3642;ocean;25;19;109;NONE;NONE
3643;ocean;18;17;107;NONE;NONE
3644;ocean;58;23;126;NONE;NONE
3645;ocean;42;27;108;NONE;NONE
3646;ocean;30;19;149;NONE;NONE
3647;ocean;11;6;114;NONE;NONE
3648;ocean;0;69;140;NONE;NONE
3649;ocean;23;20;121;NONE;NONE
3650;ocean;8;19;179;NONE;NONE
3651;ocean;34;29;173;NONE;NONE
3652;ocean;36;19;133;NONE;NONE
3653;ocean;43;23;158;NONE;NONE
3654;ocean;54;78;179;NONE;NONE
3655;ocean;22;48;156;NONE;NONE
3656;ocean;55;14;166;NONE;NONE
3657;ocean;3;6;115;NONE;NONE
3658;ocean;19;3;145;NONE;NONE
3659;ocean;39;56;125;NONE;NONE
3660;ocean;55;52;138;NONE;NONE
3661;ocean;54;75;137;NONE;NONE
3662;ocean;10;56;107;NONE;NONE
3663;ocean;12;69;110;NONE;NONE
3664;ocean;22;78;179;NONE;NONE
3665;ocean;56;42;163;NONE;NONE
3666;ocean;41;30;116;NONE;NONE
3667;ocean;27;22;139;NONE;NONE
3668;ocean;10;7;134;NONE;NONE
3669;ocean;46;62;128;NONE;NONE
3670;ocean;39;16;156;NONE;NONE
3671;ocean;18;56;159;NONE;NONE
3672;ocean;58;75;108;NONE;NONE
3673;ocean;42;26;143;NONE;NONE
3674;ocean;10;1;117;NONE;NONE
3675;ocean;38;29;170;NONE;NONE
3676;ocean;25;35;156;NONE;NONE
3677;ocean;53;58;110;NONE;NONE
3678;ocean;31;5;102;NONE;NONE
3679;ocean;32;1;120;NONE;NONE
3680;ocean;31;79;104;NONE;NONE
3681;ocean;32;22;114;NONE;NONE
3682;ocean;41;22;107;NONE;NONE
3683;ocean;3;62;111;NONE;NONE
3684;ocean;0;27;130;NONE;NONE
3685;ocean;59;49;148;NONE;NONE
3686;ocean;18;64;166;NONE;NONE
3687;ocean;44;26;173;NONE;NONE
3688;ocean;34;33;110;NONE;NONE
3689;ocean;10;19;149;NONE;NONE
3690;ocean;56;59;153;NONE;NONE
3691;ocean;27;46;127;NONE;NONE
3692;ocean;20;63;178;NONE;NONE
3693;ocean;39;76;130;NONE;NONE
3694;ocean;38;52;175;NONE;NONE
3695;ocean;40;18;163;NONE;NONE
3696;ocean;15;53;108;NONE;NONE
3697;ocean;48;23;115;NONE;NONE
3698;ocean;47;62;107;NONE;NONE
3699;ocean;4;23;108;NONE;NONE
3700;ocean;21;56;150;NONE;NONE
3701;ocean;13;6;131;NONE;NONE
3702;ocean;49;46;128;NONE;NONE
3703;ocean;34;22;115;NONE;NONE
3704;ocean;13;21;129;NONE;NONE
3705;ocean;35;21;155;NONE;NONE
3706;ocean;12;36;102;NONE;NONE
3707;ocean;21;57;124;NONE;NONE
3708;ocean;47;47;163;NONE;NONE
3709;ocean;56;27;140;NONE;NONE
3710;ocean;36;33;163;NONE;NONE
3711;ocean;34;39;173;NONE;NONE
3712;ocean;11;12;141;NONE;NONE
3713;ocean;45;18;121;NONE;NONE
3714;ocean;54;58;120;NONE;NONE
